type,client,tx,amount
deposit,1,1522,10.0
deposit,1,1524,10.0
withdrawal,2,1525,10.0
deposit,1,1526,10.0
deposit,2,1527,30.0
deposit,1,1528,10.0
deposit,1,1530,10.0
deposit,1,1532,10.0
deposit,2,1533,30.0
deposit,1,1534,10.0
withdrawal,2,1535,10.0
deposit,1,1536,10.0
deposit,1,1538,10.0
deposit,2,1539,30.0
deposit,1,1540,10.0
deposit,1,1542,10.0
deposit,1,1544,10.0
deposit,2,1545,30.0
deposit,1,1546,10.0
deposit,1,1548,10.0
deposit,1,1550,10.0
deposit,2,1551,30.0
deposit,1,1552,10.0
deposit,1,1554,10.0
withdrawal,2,1555,10.0
deposit,1,1556,10.0
deposit,2,1557,30.0
deposit,1,1558,10.0
deposit,1,1560,10.0
deposit,1,1562,10.0
deposit,2,1563,30.0
deposit,1,1564,10.0
withdrawal,2,1565,10.0
deposit,1,1566,10.0
deposit,1,1568,10.0
deposit,2,1569,30.0
deposit,1,1570,10.0
deposit,1,1572,10.0
deposit,1,1574,10.0
deposit,2,1575,30.0
deposit,1,1576,10.0
deposit,1,1578,10.0
deposit,1,1580,10.0
deposit,2,1581,30.0
deposit,1,1582,10.0
deposit,1,1584,10.0
withdrawal,2,1585,10.0
deposit,1,1586,10.0
deposit,2,1587,30.0
deposit,1,1588,10.0
deposit,1,1590,10.0
deposit,1,1592,10.0
deposit,2,1593,30.0
deposit,1,1594,10.0
withdrawal,2,1595,10.0
deposit,1,1596,10.0
deposit,1,1598,10.0
deposit,2,1599,30.0
deposit,1,1600,10.0
deposit,1,1602,10.0
deposit,1,1604,10.0
deposit,2,1605,30.0
deposit,1,1606,10.0
deposit,1,1608,10.0
deposit,1,1610,10.0
deposit,2,1611,30.0
deposit,1,1612,10.0
deposit,1,1614,10.0
withdrawal,2,1615,10.0
deposit,1,1616,10.0
deposit,2,1617,30.0
deposit,1,1618,10.0
deposit,1,1620,10.0
deposit,1,1622,10.0
deposit,2,1623,30.0
deposit,1,1624,10.0
withdrawal,2,1625,10.0
deposit,1,1626,10.0
deposit,1,1628,10.0
deposit,2,1629,30.0
deposit,1,1630,10.0
deposit,1,1632,10.0
deposit,1,1634,10.0
deposit,2,1635,30.0
deposit,1,1636,10.0
deposit,1,1638,10.0
deposit,1,1640,10.0
deposit,2,1641,30.0
deposit,1,1642,10.0
deposit,1,1644,10.0
withdrawal,2,1645,10.0
deposit,1,1646,10.0
deposit,2,1647,30.0
deposit,1,1648,10.0
deposit,1,1650,10.0
deposit,1,1652,10.0
deposit,2,1653,30.0
deposit,1,1654,10.0
withdrawal,2,1655,10.0
deposit,1,1656,10.0
deposit,1,1658,10.0
deposit,2,1659,30.0
deposit,1,1660,10.0
deposit,1,1662,10.0
deposit,1,1664,10.0
deposit,2,1665,30.0
deposit,1,1666,10.0
deposit,1,1668,10.0
deposit,1,1670,10.0
deposit,2,1671,30.0
deposit,1,1672,10.0
deposit,1,1674,10.0
withdrawal,2,1675,10.0
deposit,1,1676,10.0
deposit,2,1677,30.0
deposit,1,1678,10.0
deposit,1,1680,10.0
deposit,1,1682,10.0
deposit,2,1683,30.0
deposit,1,1684,10.0
withdrawal,2,1685,10.0
deposit,1,1686,10.0
deposit,1,1688,10.0
deposit,2,1689,30.0
deposit,1,1690,10.0
deposit,1,1692,10.0
deposit,1,1694,10.0
deposit,2,1695,30.0
deposit,1,1696,10.0
deposit,1,1698,10.0
deposit,1,1700,10.0
deposit,2,1701,30.0
deposit,1,1702,10.0
deposit,1,1704,10.0
withdrawal,2,1705,10.0
deposit,1,1706,10.0
deposit,2,1707,30.0
deposit,1,1708,10.0
deposit,1,1710,10.0
deposit,1,1712,10.0
deposit,2,1713,30.0
deposit,1,1714,10.0
withdrawal,2,1715,10.0
deposit,1,1716,10.0
deposit,1,1718,10.0
deposit,2,1719,30.0
deposit,1,1720,10.0
deposit,1,1722,10.0
deposit,1,1724,10.0
deposit,2,1725,30.0
deposit,1,1726,10.0
deposit,1,1728,10.0
deposit,1,1730,10.0
deposit,2,1731,30.0
deposit,1,1732,10.0
deposit,1,1734,10.0
withdrawal,2,1735,10.0
deposit,1,1736,10.0
deposit,2,1737,30.0
deposit,1,1738,10.0
deposit,1,1740,10.0
deposit,1,1742,10.0
deposit,2,1743,30.0
deposit,1,1744,10.0
withdrawal,2,1745,10.0
deposit,1,1746,10.0
deposit,1,1748,10.0
deposit,2,1749,30.0
deposit,1,1750,10.0
deposit,1,1752,10.0
deposit,1,1754,10.0
deposit,2,1755,30.0
deposit,1,1756,10.0
deposit,1,1758,10.0
deposit,1,1760,10.0
deposit,2,1761,30.0
deposit,1,1762,10.0
deposit,1,1764,10.0
withdrawal,2,1765,10.0
deposit,1,1766,10.0
deposit,2,1767,30.0
deposit,1,1768,10.0
deposit,1,1770,10.0
deposit,1,1772,10.0
deposit,2,1773,30.0
deposit,1,1774,10.0
withdrawal,2,1775,10.0
deposit,1,1776,10.0
deposit,1,1778,10.0
deposit,2,1779,30.0
deposit,1,1780,10.0
deposit,1,1782,10.0
deposit,1,1784,10.0
deposit,2,1785,30.0
deposit,1,1786,10.0
deposit,1,1788,10.0
deposit,1,1790,10.0
deposit,2,1791,30.0
deposit,1,1792,10.0
deposit,1,1794,10.0
withdrawal,2,1795,10.0
deposit,1,1796,10.0
deposit,2,1797,30.0
deposit,1,1798,10.0
deposit,1,1800,10.0
deposit,1,1802,10.0
deposit,2,1803,30.0
deposit,1,1804,10.0
withdrawal,2,1805,10.0
deposit,1,1806,10.0
deposit,1,1808,10.0
deposit,2,1809,30.0
deposit,1,1810,10.0
deposit,1,1812,10.0
deposit,1,1814,10.0
deposit,2,1815,30.0
deposit,1,1816,10.0
deposit,1,1818,10.0
deposit,1,1820,10.0
deposit,2,1821,30.0
deposit,1,1822,10.0
deposit,1,1824,10.0
withdrawal,2,1825,10.0
deposit,1,1826,10.0
deposit,2,1827,30.0
deposit,1,1828,10.0
deposit,1,1830,10.0
deposit,1,1832,10.0
deposit,2,1833,30.0
deposit,1,1834,10.0
withdrawal,2,1835,10.0
deposit,1,1836,10.0
deposit,1,1838,10.0
deposit,2,1839,30.0
deposit,1,1840,10.0
deposit,1,1842,10.0
deposit,1,1844,10.0
deposit,2,1845,30.0
deposit,1,1846,10.0
deposit,1,1848,10.0
deposit,1,1850,10.0
deposit,2,1851,30.0
deposit,1,1852,10.0
deposit,1,1854,10.0
withdrawal,2,1855,10.0
deposit,1,1856,10.0
deposit,2,1857,30.0
deposit,1,1858,10.0
deposit,1,1860,10.0
deposit,1,1862,10.0
deposit,2,1863,30.0
deposit,1,1864,10.0
withdrawal,2,1865,10.0
deposit,1,1866,10.0
deposit,1,1868,10.0
deposit,2,1869,30.0
deposit,1,1870,10.0
deposit,1,1872,10.0
deposit,1,1874,10.0
deposit,2,1875,30.0
deposit,1,1876,10.0
deposit,1,1878,10.0
deposit,1,1880,10.0
deposit,2,1881,30.0
deposit,1,1882,10.0
deposit,1,1884,10.0
withdrawal,2,1885,10.0
deposit,1,1886,10.0
deposit,2,1887,30.0
deposit,1,1888,10.0
deposit,1,1890,10.0
deposit,1,1892,10.0
deposit,2,1893,30.0
deposit,1,1894,10.0
withdrawal,2,1895,10.0
deposit,1,1896,10.0
deposit,1,1898,10.0
deposit,2,1899,30.0
deposit,1,1900,10.0
deposit,1,1902,10.0
deposit,1,1904,10.0
deposit,2,1905,30.0
deposit,1,1906,10.0
deposit,1,1908,10.0
deposit,1,1910,10.0
deposit,2,1911,30.0
deposit,1,1912,10.0
deposit,1,1914,10.0
withdrawal,2,1915,10.0
deposit,1,1916,10.0
deposit,2,1917,30.0
deposit,1,1918,10.0
deposit,1,1920,10.0
deposit,1,1922,10.0
deposit,2,1923,30.0
deposit,1,1924,10.0
withdrawal,2,1925,10.0
deposit,1,1926,10.0
deposit,1,1928,10.0
deposit,2,1929,30.0
deposit,1,1930,10.0
deposit,1,1932,10.0
deposit,1,1934,10.0
deposit,2,1935,30.0
deposit,1,1936,10.0
deposit,1,1938,10.0
deposit,1,1940,10.0
deposit,2,1941,30.0
deposit,1,1942,10.0
deposit,1,1944,10.0
withdrawal,2,1945,10.0
deposit,1,1946,10.0
deposit,2,1947,30.0
deposit,1,1948,10.0
deposit,1,1950,10.0
deposit,1,1952,10.0
deposit,2,1953,30.0
deposit,1,1954,10.0
withdrawal,2,1955,10.0
deposit,1,1956,10.0
deposit,1,1958,10.0
deposit,2,1959,30.0
deposit,1,1960,10.0
deposit,1,1962,10.0
deposit,1,1964,10.0
deposit,2,1965,30.0
deposit,1,1966,10.0
deposit,1,1968,10.0
deposit,1,1970,10.0
deposit,2,1971,30.0
deposit,1,1972,10.0
deposit,1,1974,10.0
withdrawal,2,1975,10.0
deposit,1,1976,10.0
deposit,2,1977,30.0
deposit,1,1978,10.0
deposit,1,1980,10.0
deposit,1,1982,10.0
deposit,2,1983,30.0
deposit,1,1984,10.0
withdrawal,2,1985,10.0
deposit,1,1986,10.0
deposit,1,1988,10.0
deposit,2,1989,30.0
deposit,1,1990,10.0
deposit,1,1992,10.0
deposit,1,1994,10.0
deposit,2,1995,30.0
deposit,1,1996,10.0
deposit,1,1998,10.0
deposit,1,2000,10.0
deposit,2,2001,30.0
deposit,1,2002,10.0
deposit,1,2004,10.0
withdrawal,2,2005,10.0
deposit,1,2006,10.0
deposit,2,2007,30.0
deposit,1,2008,10.0
deposit,1,2010,10.0
deposit,1,2012,10.0
deposit,2,2013,30.0
deposit,1,2014,10.0
withdrawal,2,2015,10.0
deposit,1,2016,10.0
deposit,1,2018,10.0
deposit,2,2019,30.0
deposit,1,2020,10.0
deposit,1,2022,10.0
deposit,1,2024,10.0
deposit,2,2025,30.0
deposit,1,2026,10.0
deposit,1,2028,10.0
deposit,1,2030,10.0
deposit,2,2031,30.0
deposit,1,2032,10.0
deposit,1,2034,10.0
withdrawal,2,2035,10.0
deposit,1,2036,10.0
deposit,2,2037,30.0
deposit,1,2038,10.0
deposit,1,2040,10.0
deposit,1,2042,10.0
deposit,2,2043,30.0
deposit,1,2044,10.0
withdrawal,2,2045,10.0
deposit,1,2046,10.0
deposit,1,2048,10.0
deposit,2,2049,30.0
deposit,1,2050,10.0
deposit,1,2052,10.0
deposit,1,2054,10.0
deposit,2,2055,30.0
deposit,1,2056,10.0
deposit,1,2058,10.0
deposit,1,2060,10.0
deposit,2,2061,30.0
deposit,1,2062,10.0
deposit,1,2064,10.0
withdrawal,2,2065,10.0
deposit,1,2066,10.0
deposit,2,2067,30.0
deposit,1,2068,10.0
deposit,1,2070,10.0
deposit,1,2072,10.0
deposit,2,2073,30.0
deposit,1,2074,10.0
withdrawal,2,2075,10.0
deposit,1,2076,10.0
deposit,1,2078,10.0
deposit,2,2079,30.0
deposit,1,2080,10.0
deposit,1,2082,10.0
deposit,1,2084,10.0
deposit,2,2085,30.0
deposit,1,2086,10.0
deposit,1,2088,10.0
deposit,1,2090,10.0
deposit,2,2091,30.0
deposit,1,2092,10.0
deposit,1,2094,10.0
withdrawal,2,2095,10.0
deposit,1,2096,10.0
deposit,2,2097,30.0
deposit,1,2098,10.0
deposit,1,2100,10.0
deposit,1,2102,10.0
deposit,2,2103,30.0
deposit,1,2104,10.0
withdrawal,2,2105,10.0
deposit,1,2106,10.0
deposit,1,2108,10.0
deposit,2,2109,30.0
deposit,1,2110,10.0
deposit,1,2112,10.0
deposit,1,2114,10.0
deposit,2,2115,30.0
deposit,1,2116,10.0
deposit,1,2118,10.0
deposit,1,2120,10.0
deposit,2,2121,30.0
deposit,1,2122,10.0
deposit,1,2124,10.0
withdrawal,2,2125,10.0
deposit,1,2126,10.0
deposit,2,2127,30.0
deposit,1,2128,10.0
deposit,1,2130,10.0
deposit,1,2132,10.0
deposit,2,2133,30.0
deposit,1,2134,10.0
withdrawal,2,2135,10.0
deposit,1,2136,10.0
deposit,1,2138,10.0
deposit,2,2139,30.0
deposit,1,2140,10.0
deposit,1,2142,10.0
deposit,1,2144,10.0
deposit,2,2145,30.0
deposit,1,2146,10.0
deposit,1,2148,10.0
deposit,1,2150,10.0
deposit,2,2151,30.0
deposit,1,2152,10.0
deposit,1,2154,10.0
withdrawal,2,2155,10.0
deposit,1,2156,10.0
deposit,2,2157,30.0
deposit,1,2158,10.0
deposit,1,2160,10.0
deposit,1,2162,10.0
deposit,2,2163,30.0
deposit,1,2164,10.0
withdrawal,2,2165,10.0
deposit,1,2166,10.0
deposit,1,2168,10.0
deposit,2,2169,30.0
deposit,1,2170,10.0
deposit,1,2172,10.0
deposit,1,2174,10.0
deposit,2,2175,30.0
deposit,1,2176,10.0
deposit,1,2178,10.0
deposit,1,2180,10.0
deposit,2,2181,30.0
deposit,1,2182,10.0
deposit,1,2184,10.0
withdrawal,2,2185,10.0
deposit,1,2186,10.0
deposit,2,2187,30.0
deposit,1,2188,10.0
deposit,1,2190,10.0
deposit,1,2192,10.0
deposit,2,2193,30.0
deposit,1,2194,10.0
withdrawal,2,2195,10.0
deposit,1,2196,10.0
deposit,1,2198,10.0
deposit,2,2199,30.0
deposit,1,2200,10.0
deposit,1,2202,10.0
deposit,1,2204,10.0
deposit,2,2205,30.0
deposit,1,2206,10.0
deposit,1,2208,10.0
deposit,1,2210,10.0
deposit,2,2211,30.0
deposit,1,2212,10.0
deposit,1,2214,10.0
withdrawal,2,2215,10.0
deposit,1,2216,10.0
deposit,2,2217,30.0
deposit,1,2218,10.0
deposit,1,2220,10.0
deposit,1,2222,10.0
deposit,2,2223,30.0
deposit,1,2224,10.0
withdrawal,2,2225,10.0
deposit,1,2226,10.0
deposit,1,2228,10.0
deposit,2,2229,30.0
deposit,1,2230,10.0
deposit,1,2232,10.0
deposit,1,2234,10.0
deposit,2,2235,30.0
deposit,1,2236,10.0
deposit,1,2238,10.0
deposit,1,2240,10.0
deposit,2,2241,30.0
deposit,1,2242,10.0
deposit,1,2244,10.0
withdrawal,2,2245,10.0
deposit,1,2246,10.0
deposit,2,2247,30.0
deposit,1,2248,10.0
deposit,1,2250,10.0
deposit,1,2252,10.0
deposit,2,2253,30.0
deposit,1,2254,10.0
withdrawal,2,2255,10.0
deposit,1,2256,10.0
deposit,1,2258,10.0
deposit,2,2259,30.0
deposit,1,2260,10.0
deposit,1,2262,10.0
deposit,1,2264,10.0
deposit,2,2265,30.0
deposit,1,2266,10.0
deposit,1,2268,10.0
deposit,1,2270,10.0
deposit,2,2271,30.0
deposit,1,2272,10.0
deposit,1,2274,10.0
withdrawal,2,2275,10.0
deposit,1,2276,10.0
deposit,2,2277,30.0
deposit,1,2278,10.0
deposit,1,2280,10.0
deposit,1,2282,10.0
deposit,2,2283,30.0
deposit,1,2284,10.0
withdrawal,2,2285,10.0
deposit,1,2286,10.0
deposit,1,2288,10.0
deposit,2,2289,30.0
deposit,1,2290,10.0
deposit,1,2292,10.0
deposit,1,2294,10.0
deposit,2,2295,30.0
deposit,1,2296,10.0
deposit,1,2298,10.0
deposit,1,2300,10.0
deposit,2,2301,30.0
deposit,1,2302,10.0
deposit,1,2304,10.0
withdrawal,2,2305,10.0
deposit,1,2306,10.0
deposit,2,2307,30.0
deposit,1,2308,10.0
deposit,1,2310,10.0
deposit,1,2312,10.0
deposit,2,2313,30.0
deposit,1,2314,10.0
withdrawal,2,2315,10.0
deposit,1,2316,10.0
deposit,1,2318,10.0
deposit,2,2319,30.0
deposit,1,2320,10.0
deposit,1,2322,10.0
deposit,1,2324,10.0
deposit,2,2325,30.0
deposit,1,2326,10.0
deposit,1,2328,10.0
deposit,1,2330,10.0
deposit,2,2331,30.0
deposit,1,2332,10.0
deposit,1,2334,10.0
withdrawal,2,2335,10.0
deposit,1,2336,10.0
deposit,2,2337,30.0
deposit,1,2338,10.0
deposit,1,2340,10.0
deposit,1,2342,10.0
deposit,2,2343,30.0
deposit,1,2344,10.0
withdrawal,2,2345,10.0
deposit,1,2346,10.0
deposit,1,2348,10.0
deposit,2,2349,30.0
deposit,1,2350,10.0
deposit,1,2352,10.0
deposit,1,2354,10.0
deposit,2,2355,30.0
deposit,1,2356,10.0
deposit,1,2358,10.0
deposit,1,2360,10.0
deposit,2,2361,30.0
deposit,1,2362,10.0
deposit,1,2364,10.0
withdrawal,2,2365,10.0
deposit,1,2366,10.0
deposit,2,2367,30.0
deposit,1,2368,10.0
deposit,1,2370,10.0
deposit,1,2372,10.0
deposit,2,2373,30.0
deposit,1,2374,10.0
withdrawal,2,2375,10.0
deposit,1,2376,10.0
deposit,1,2378,10.0
deposit,2,2379,30.0
deposit,1,2380,10.0
deposit,1,2382,10.0
deposit,1,2384,10.0
deposit,2,2385,30.0
deposit,1,2386,10.0
deposit,1,2388,10.0
deposit,1,2390,10.0
deposit,2,2391,30.0
deposit,1,2392,10.0
deposit,1,2394,10.0
withdrawal,2,2395,10.0
deposit,1,2396,10.0
deposit,2,2397,30.0
deposit,1,2398,10.0
deposit,1,2400,10.0
deposit,1,2402,10.0
deposit,2,2403,30.0
deposit,1,2404,10.0
withdrawal,2,2405,10.0
deposit,1,2406,10.0
deposit,1,2408,10.0
deposit,2,2409,30.0
deposit,1,2410,10.0
deposit,1,2412,10.0
deposit,1,2414,10.0
deposit,2,2415,30.0
deposit,1,2416,10.0
deposit,1,2418,10.0
deposit,1,2420,10.0
deposit,2,2421,30.0
deposit,1,2422,10.0
deposit,1,2424,10.0
withdrawal,2,2425,10.0
deposit,1,2426,10.0
deposit,2,2427,30.0
deposit,1,2428,10.0
deposit,1,2430,10.0
deposit,1,2432,10.0
deposit,2,2433,30.0
deposit,1,2434,10.0
withdrawal,2,2435,10.0
deposit,1,2436,10.0
deposit,1,2438,10.0
deposit,2,2439,30.0
deposit,1,2440,10.0
deposit,1,2442,10.0
deposit,1,2444,10.0
deposit,2,2445,30.0
deposit,1,2446,10.0
deposit,1,2448,10.0
deposit,1,2450,10.0
deposit,2,2451,30.0
deposit,1,2452,10.0
deposit,1,2454,10.0
withdrawal,2,2455,10.0
deposit,1,2456,10.0
deposit,2,2457,30.0
deposit,1,2458,10.0
deposit,1,2460,10.0
deposit,1,2462,10.0
deposit,2,2463,30.0
deposit,1,2464,10.0
withdrawal,2,2465,10.0
deposit,1,2466,10.0
deposit,1,2468,10.0
deposit,2,2469,30.0
deposit,1,2470,10.0
deposit,1,2472,10.0
deposit,1,2474,10.0
deposit,2,2475,30.0
deposit,1,2476,10.0
deposit,1,2478,10.0
deposit,1,2480,10.0
deposit,2,2481,30.0
deposit,1,2482,10.0
deposit,1,2484,10.0
withdrawal,2,2485,10.0
deposit,1,2486,10.0
deposit,2,2487,30.0
deposit,1,2488,10.0
deposit,1,2490,10.0
deposit,1,2492,10.0
deposit,2,2493,30.0
deposit,1,2494,10.0
withdrawal,2,2495,10.0
deposit,1,2496,10.0
deposit,1,2498,10.0
deposit,2,2499,30.0
deposit,1,2500,10.0
deposit,1,2502,10.0
deposit,1,2504,10.0
deposit,2,2505,30.0
deposit,1,2506,10.0
deposit,1,2508,10.0
deposit,1,2510,10.0
deposit,2,2511,30.0
deposit,1,2512,10.0
deposit,1,2514,10.0
withdrawal,2,2515,10.0
deposit,1,2516,10.0
deposit,2,2517,30.0
deposit,1,2518,10.0
deposit,1,2520,10.0
deposit,1,2522,10.0
deposit,2,2523,30.0
deposit,1,2524,10.0
withdrawal,2,2525,10.0
deposit,1,2526,10.0
deposit,1,2528,10.0
deposit,2,2529,30.0
deposit,1,2530,10.0
deposit,1,2532,10.0
deposit,1,2534,10.0
deposit,2,2535,30.0
deposit,1,2536,10.0
deposit,1,2538,10.0
deposit,1,2540,10.0
deposit,2,2541,30.0
deposit,1,2542,10.0
deposit,1,2544,10.0
withdrawal,2,2545,10.0
deposit,1,2546,10.0
deposit,2,2547,30.0
deposit,1,2548,10.0
deposit,1,2550,10.0
deposit,1,2552,10.0
deposit,2,2553,30.0
deposit,1,2554,10.0
withdrawal,2,2555,10.0
deposit,1,2556,10.0
deposit,1,2558,10.0
deposit,2,2559,30.0
deposit,1,2560,10.0
deposit,1,2562,10.0
deposit,1,2564,10.0
deposit,2,2565,30.0
deposit,1,2566,10.0
deposit,1,2568,10.0
deposit,1,2570,10.0
deposit,2,2571,30.0
deposit,1,2572,10.0
deposit,1,2574,10.0
withdrawal,2,2575,10.0
deposit,1,2576,10.0
deposit,2,2577,30.0
deposit,1,2578,10.0
deposit,1,2580,10.0
deposit,1,2582,10.0
deposit,2,2583,30.0
deposit,1,2584,10.0
withdrawal,2,2585,10.0
deposit,1,2586,10.0
deposit,1,2588,10.0
deposit,2,2589,30.0
deposit,1,2590,10.0
deposit,1,2592,10.0
deposit,1,2594,10.0
deposit,2,2595,30.0
deposit,1,2596,10.0
deposit,1,2598,10.0
deposit,1,2600,10.0
deposit,2,2601,30.0
deposit,1,2602,10.0
deposit,1,2604,10.0
withdrawal,2,2605,10.0
deposit,1,2606,10.0
deposit,2,2607,30.0
deposit,1,2608,10.0
deposit,1,2610,10.0
deposit,1,2612,10.0
deposit,2,2613,30.0
deposit,1,2614,10.0
withdrawal,2,2615,10.0
deposit,1,2616,10.0
deposit,1,2618,10.0
deposit,2,2619,30.0
deposit,1,2620,10.0
deposit,1,2622,10.0
deposit,1,2624,10.0
deposit,2,2625,30.0
deposit,1,2626,10.0
deposit,1,2628,10.0
deposit,1,2630,10.0
deposit,2,2631,30.0
deposit,1,2632,10.0
deposit,1,2634,10.0
withdrawal,2,2635,10.0
deposit,1,2636,10.0
deposit,2,2637,30.0
deposit,1,2638,10.0
deposit,1,2640,10.0
deposit,1,2642,10.0
deposit,2,2643,30.0
deposit,1,2644,10.0
withdrawal,2,2645,10.0
deposit,1,2646,10.0
deposit,1,2648,10.0
deposit,2,2649,30.0
deposit,1,2650,10.0
deposit,1,2652,10.0
deposit,1,2654,10.0
deposit,2,2655,30.0
deposit,1,2656,10.0
deposit,1,2658,10.0
deposit,1,2660,10.0
deposit,2,2661,30.0
deposit,1,2662,10.0
deposit,1,2664,10.0
withdrawal,2,2665,10.0
deposit,1,2666,10.0
deposit,2,2667,30.0
deposit,1,2668,10.0
deposit,1,2670,10.0
deposit,1,2672,10.0
deposit,2,2673,30.0
deposit,1,2674,10.0
withdrawal,2,2675,10.0
deposit,1,2676,10.0
deposit,1,2678,10.0
deposit,2,2679,30.0
deposit,1,2680,10.0
deposit,1,2682,10.0
deposit,1,2684,10.0
deposit,2,2685,30.0
deposit,1,2686,10.0
deposit,1,2688,10.0
deposit,1,2690,10.0
deposit,2,2691,30.0
deposit,1,2692,10.0
deposit,1,2694,10.0
withdrawal,2,2695,10.0
deposit,1,2696,10.0
deposit,2,2697,30.0
deposit,1,2698,10.0
deposit,1,2700,10.0
deposit,1,2702,10.0
deposit,2,2703,30.0
deposit,1,2704,10.0
withdrawal,2,2705,10.0
deposit,1,2706,10.0
deposit,1,2708,10.0
deposit,2,2709,30.0
deposit,1,2710,10.0
deposit,1,2712,10.0
deposit,1,2714,10.0
deposit,2,2715,30.0
deposit,1,2716,10.0
deposit,1,2718,10.0
deposit,1,2720,10.0
deposit,2,2721,30.0
deposit,1,2722,10.0
deposit,1,2724,10.0
withdrawal,2,2725,10.0
deposit,1,2726,10.0
deposit,2,2727,30.0
deposit,1,2728,10.0
deposit,1,2730,10.0
deposit,1,2732,10.0
deposit,2,2733,30.0
deposit,1,2734,10.0
withdrawal,2,2735,10.0
deposit,1,2736,10.0
deposit,1,2738,10.0
deposit,2,2739,30.0
deposit,1,2740,10.0
deposit,1,2742,10.0
deposit,1,2744,10.0
deposit,2,2745,30.0
deposit,1,2746,10.0
deposit,1,2748,10.0
deposit,1,2750,10.0
deposit,2,2751,30.0
deposit,1,2752,10.0
deposit,1,2754,10.0
withdrawal,2,2755,10.0
deposit,1,2756,10.0
deposit,2,2757,30.0
deposit,1,2758,10.0
deposit,1,2760,10.0
deposit,1,2762,10.0
deposit,2,2763,30.0
deposit,1,2764,10.0
withdrawal,2,2765,10.0
deposit,1,2766,10.0
deposit,1,2768,10.0
deposit,2,2769,30.0
deposit,1,2770,10.0
deposit,1,2772,10.0
deposit,1,2774,10.0
deposit,2,2775,30.0
deposit,1,2776,10.0
deposit,1,2778,10.0
deposit,1,2780,10.0
deposit,2,2781,30.0
deposit,1,2782,10.0
deposit,1,2784,10.0
withdrawal,2,2785,10.0
deposit,1,2786,10.0
deposit,2,2787,30.0
deposit,1,2788,10.0
deposit,1,2790,10.0
deposit,1,2792,10.0
deposit,2,2793,30.0
deposit,1,2794,10.0
withdrawal,2,2795,10.0
deposit,1,2796,10.0
deposit,1,2798,10.0
deposit,2,2799,30.0
deposit,1,2800,10.0
deposit,1,2802,10.0
deposit,1,2804,10.0
deposit,2,2805,30.0
deposit,1,2806,10.0
deposit,1,2808,10.0
deposit,1,2810,10.0
deposit,2,2811,30.0
deposit,1,2812,10.0
deposit,1,2814,10.0
withdrawal,2,2815,10.0
deposit,1,2816,10.0
deposit,2,2817,30.0
deposit,1,2818,10.0
deposit,1,2820,10.0
deposit,1,2822,10.0
deposit,2,2823,30.0
deposit,1,2824,10.0
withdrawal,2,2825,10.0
deposit,1,2826,10.0
deposit,1,2828,10.0
deposit,2,2829,30.0
deposit,1,2830,10.0
deposit,1,2832,10.0
deposit,1,2834,10.0
deposit,2,2835,30.0
deposit,1,2836,10.0
deposit,1,2838,10.0
deposit,1,2840,10.0
deposit,2,2841,30.0
deposit,1,2842,10.0
deposit,1,2844,10.0
withdrawal,2,2845,10.0
deposit,1,2846,10.0
deposit,2,2847,30.0
deposit,1,2848,10.0
deposit,1,2850,10.0
deposit,1,2852,10.0
deposit,2,2853,30.0
deposit,1,2854,10.0
withdrawal,2,2855,10.0
deposit,1,2856,10.0
deposit,1,2858,10.0
deposit,2,2859,30.0
deposit,1,2860,10.0
deposit,1,2862,10.0
deposit,1,2864,10.0
deposit,2,2865,30.0
deposit,1,2866,10.0
deposit,1,2868,10.0
deposit,1,2870,10.0
deposit,2,2871,30.0
deposit,1,2872,10.0
deposit,1,2874,10.0
withdrawal,2,2875,10.0
deposit,1,2876,10.0
deposit,2,2877,30.0
deposit,1,2878,10.0
deposit,1,2880,10.0
deposit,1,2882,10.0
deposit,2,2883,30.0
deposit,1,2884,10.0
withdrawal,2,2885,10.0
deposit,1,2886,10.0
deposit,1,2888,10.0
deposit,2,2889,30.0
deposit,1,2890,10.0
deposit,1,2892,10.0
deposit,1,2894,10.0
deposit,2,2895,30.0
deposit,1,2896,10.0
deposit,1,2898,10.0
deposit,1,2900,10.0
deposit,2,2901,30.0
deposit,1,2902,10.0
deposit,1,2904,10.0
withdrawal,2,2905,10.0
deposit,1,2906,10.0
deposit,2,2907,30.0
deposit,1,2908,10.0
deposit,1,2910,10.0
deposit,1,2912,10.0
deposit,2,2913,30.0
deposit,1,2914,10.0
withdrawal,2,2915,10.0
deposit,1,2916,10.0
deposit,1,2918,10.0
deposit,2,2919,30.0
deposit,1,2920,10.0
deposit,1,2922,10.0
deposit,1,2924,10.0
deposit,2,2925,30.0
deposit,1,2926,10.0
deposit,1,2928,10.0
deposit,1,2930,10.0
deposit,2,2931,30.0
deposit,1,2932,10.0
deposit,1,2934,10.0
withdrawal,2,2935,10.0
deposit,1,2936,10.0
deposit,2,2937,30.0
deposit,1,2938,10.0
deposit,1,2940,10.0
deposit,1,2942,10.0
deposit,2,2943,30.0
deposit,1,2944,10.0
withdrawal,2,2945,10.0
deposit,1,2946,10.0
deposit,1,2948,10.0
deposit,2,2949,30.0
deposit,1,2950,10.0
deposit,1,2952,10.0
deposit,1,2954,10.0
deposit,2,2955,30.0
deposit,1,2956,10.0
deposit,1,2958,10.0
deposit,1,2960,10.0
deposit,2,2961,30.0
deposit,1,2962,10.0
deposit,1,2964,10.0
withdrawal,2,2965,10.0
deposit,1,2966,10.0
deposit,2,2967,30.0
